garden_id,company_id,relationship,valid_from,valid_to,current_claim,confidence,source_id,verified_date,notes
gs-dooars-malnuddy,gs-company-malnuddy-pvt-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-mathura,gs-company-mcleod-russel-india-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-mechapara,gs-company-darjeeling-duars-plantations-tea-ltd,company_reported_in_atlas,,,historical_only,medium,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-meenglass,gs-company-goodricke-group-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-moraghat,gs-company-binaguri-tea-co-pvt-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-nangdala,gs-company-m-k-tea-pvt-limited,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-nimtijhora,gs-company-khayerbari-tea-co-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-patkapara,gs-company-duars-plantations-and-industries-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-putharjhora,gs-company-putharjhora-pvt-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-raghuutkarsh,gs-company-raghu-utkarsh-tea-plantations-pvt-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-rahimpur,gs-company-rahimpur-tea-co-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-raipur,gs-company-amritapur-tea-company-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-rydak,gs-company-rydak-sindicate-limited,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-samsing,gs-company-samsing-organic-tea-pvt-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-sarugaon,gs-company-the-ethelbari-tea-company-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-soongachi,gs-company-soongachi-tea-ind-p-ltd,company_reported_in_atlas,,,historical_only,high,tea-gis-jalpaiguri-atlas-2015,2015-10-01,Atlas-era company relationship. Do not treat as current without newer evidence.
gs-dooars-aibheel,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 1. Historical owner only.
gs-dooars-anandapur,gs-company-new-chumta-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 2. Historical owner only.
gs-dooars-bagrakote,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,medium,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 3. Historical owner only.
gs-dooars-baintgoorie,gs-company-diana-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 4. Historical owner only.
gs-dooars-batabari,gs-company-amalgamated-plantations,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 5. Historical owner only.
gs-dooars-chalouni,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 6. Historical owner only.
gs-dooars-chhaophali,gs-company-dutta-agro-plantation-pvt,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 7. Historical owner only.
gs-dooars-chulsa,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 8. Historical owner only.
gs-dooars-dagapur,gs-company-sublime-agro-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 9. Historical owner only.
gs-dooars-ellenbarie,gs-company-the-ellenbarrie-tea-co-ltd-shanti-prosad-agarwalla,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 10. Historical owner only.
gs-dooars-engo,gs-company-engo-trading-and-tea-co-p,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 11. Historical owner only.
gs-dooars-goodhope,gs-company-diana-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 12. Historical owner only.
gs-dooars-gopalpur,gs-company-the-gopalpur-tea-company,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 13. Historical owner only.
gs-dooars-gurjangjhora,gs-company-gurjangjhora-tea-and,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 14. Historical owner only.
gs-dooars-indong,gs-company-indong-tea-co-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 15. Historical owner only.
gs-dooars-jogesh-chandra,gs-company-malhati-tea-and-inds-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 16. Historical owner only.
gs-dooars-kailashpur,gs-company-the-friends-tea-company-ltd-mr-ranjit-balow,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 17. Historical owner only.
gs-dooars-killcott,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 18. Historical owner only.
gs-dooars-lessriver,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 19. Historical owner only.
gs-dooars-malnuddy,gs-company-malnady-pvt-ltd-malnady-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 20. Historical owner only.
gs-dooars-manabarie,gs-company-todi-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 21. Historical owner only.
gs-dooars-matelli,gs-company-luxmi-tea-company-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 22. Historical owner only.
gs-dooars-meenglass,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 23. Historical owner only.
gs-dooars-nagaisuree,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 24. Historical owner only.
gs-dooars-nedam,gs-company-northern-bengal-tea,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 25. Historical owner only.
gs-dooars-nepuchapur,gs-company-dipali-dasgupta,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 26. Historical owner only.
gs-dooars-newglenceco,gs-company-soongachi-tea-industries-p,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 27. Historical owner only.
gs-dooars-oodlabari,gs-company-shri-ajoy-kumar-nahata,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 28. Historical owner only.
gs-dooars-putharjhora,gs-company-putharjhora,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 29. Historical owner only.
gs-dooars-raja,gs-company-abhijit-tea-co-p-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 30. Historical owner only.
gs-dooars-ranicherra,gs-company-ranicherra-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 31. Historical owner only.
gs-dooars-rungamuttee,gs-company-amalgamated-plantations,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 32. Historical owner only.
gs-dooars-sonali,gs-company-shri-rajhesh-jhunjhunwala,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 33. Historical owner only.
gs-dooars-soongachi,gs-company-g-d-agarwal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 34. Historical owner only.
gs-dooars-toonbarie,gs-company-toonbari-pvt,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 35. Historical owner only.
gs-dooars-washabarietea,gs-company-a-palchoudhuri-nayantara,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 36. Historical owner only.
gs-dooars-zurrantee-tea,gs-company-shashank-prasad,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 37. Historical owner only.
gs-dooars-amarpur,gs-company-amarpur-tea-plantations-ltd-alok-chamaria,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 38. Historical owner only.
gs-dooars-damdim,gs-company-amalgamated-plantations,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 39. Historical owner only.
gs-dooars-denguajhar,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 40. Historical owner only.
gs-dooars-joypur,gs-company-sunny-valley-tea-and,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 41. Historical owner only.
gs-dooars-karala-valley,gs-company-darjeeling-duars,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 42. Historical owner only.
gs-dooars-konpakri-agro-industries-p,gs-company-konpakri-agro-indus-p-ltd-purojit-bakshi-gupta,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 43. Historical owner only.
gs-dooars-nandan,gs-company-chuniajhora-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 44. Historical owner only.
gs-dooars-nepati-valley,gs-company-nepati-valley-p,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 45. Historical owner only.
gs-dooars-parbati-and-gouranga,gs-company-gouranga-parbati-tea-co-pvt-dilip-das-and-pradip-das,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 46. Historical owner only.
gs-dooars-raipur,gs-company-subrata-saha,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 47. Historical owner only.
gs-dooars-saraswatipur,gs-company-saraswatipur-tea-and,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 48. Historical owner only.
gs-dooars-ambari,gs-company-diana-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 49. Historical owner only.
gs-dooars-banarhat,gs-company-andrew-yule-and-company,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 50. Historical owner only.
gs-dooars-bhogotpore,gs-company-bhogotpur-tea-co-ltd,owner_reported_in_directory,,,historical_only,medium,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 51. Historical owner only.
gs-dooars-binaguri,gs-company-binaguri-tea-co-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 52. Historical owner only.
gs-dooars-carron,gs-company-basu-tea-private-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 53. Historical owner only.
gs-dooars-chamurchi,gs-company-rajendra-prasad-tiwari,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 54. Historical owner only.
gs-dooars-chengmari,gs-company-chengmari-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 55. Historical owner only.
gs-dooars-choonabhuti,gs-company-andrew-yule-and-company,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 56. Historical owner only.
gs-dooars-debpara,gs-company-debpara-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 57. Historical owner only.
gs-dooars-dharanipur,gs-company-roshanlal-agarwal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 58. Historical owner only.
gs-dooars-diana,gs-company-diana-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 59. Historical owner only.
gs-dooars-ghatia,gs-company-h-v-kejriwal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 60. Historical owner only.
gs-dooars-hilla,gs-company-west-bengal-tea,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 61. Historical owner only.
gs-dooars-hope,gs-company-v-mandal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 62. Historical owner only.
gs-dooars-jaldacca-altadanga,gs-company-ajit-kumar-agarwal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 63. Historical owner only.
gs-dooars-jiti,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 64. Historical owner only.
gs-dooars-karballa,gs-company-andrew-yule-and-company,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 65. Historical owner only.
gs-dooars-katalguri,gs-company-arion-agencies-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 66. Historical owner only.
gs-dooars-kathaldhura,gs-company-kanchan-tree-plantations,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 67. Historical owner only.
gs-dooars-kurti,gs-company-quality-tea-producing-co,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 68. Historical owner only.
gs-dooars-lakhipara,gs-company-goodricke-group-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 69. Historical owner only.
gs-dooars-lankapara,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 70. Historical owner only.
gs-dooars-looksun,gs-company-giriraj-plantations-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 71. Historical owner only.
gs-dooars-mogalkata,gs-company-bijoynagar-tea-co-ltd,owner_reported_in_directory,,,historical_only,medium,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 72. Historical owner only.
gs-dooars-moraghat,gs-company-binaguri-tea-co-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 73. Historical owner only.
gs-dooars-nagrakata,gs-company-quality-tea-producing-co,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 74. Historical owner only.
gs-dooars-new-duars,gs-company-andrew-yule-and-company,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 75. Historical owner only.
gs-dooars-nya-sylee,gs-company-octivious-tea-and-india-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 76. Historical owner only.
gs-dooars-red-bank,gs-company-roshanlal-agarwal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 77. Historical owner only.
gs-dooars-rheabari,gs-company-ashok-kumar-bansal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 78. Historical owner only.
gs-dooars-surendra-nagar,gs-company-roshanlal-agarwal,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 79. Historical owner only.
gs-dooars-atiabari,gs-company-atiabari-tea-company-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 162. Historical owner only.
gs-dooars-beech,gs-company-kaniska-sethia,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 163. Historical owner only.
gs-dooars-bharnobari,gs-company-barnobari-tea-and-industries,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 164. Historical owner only.
gs-dooars-bhatkowa,gs-company-bhatkawa-tea-industries-ltd-sri-sudarshan-jalan,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 165. Historical owner only.
gs-dooars-bhatpara,gs-company-mcleod-russel-india-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 166. Historical owner only.
gs-dooars-central-duars,gs-company-mcleod-russel-india-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 167. Historical owner only.
gs-dooars-chuapara,gs-company-mcleod-russel-india-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 168. Historical owner only.
gs-dooars-dima,gs-company-suraj-govind-estates-pvt,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 169. Historical owner only.
gs-dooars-jainti,gs-company-mcleod-russel-india-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 170. Historical owner only.
gs-dooars-kalchini,gs-company-buxa-duars-tea-co-i-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 171. Historical owner only.
gs-dooars-madhu,gs-company-diabari-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 172. Historical owner only.
gs-dooars-mechapara,gs-company-darjeeling-duars,owner_reported_in_directory,,,historical_only,medium,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 173. Historical owner only.
gs-dooars-merico,gs-company-surajit-bakshi,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 174. Historical owner only.
gs-dooars-rajahbhat,gs-company-sri-ajay-prakash,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 175. Historical owner only.
gs-dooars-baradighi,gs-company-rydak-syndicate-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 215. Historical owner only.
gs-dooars-buds,gs-company-buds-tea-industries,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 216. Historical owner only.
gs-dooars-jadabpur,gs-company-jadabpur-tea-co-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 217. Historical owner only.
gs-dooars-nowera-nuddy,gs-company-amalgamated-plantations,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 218. Historical owner only.
gs-dooars-sonar-bangla-tea-co-p-ltd,gs-company-sonar-bangla-tea-co-p-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 219. Historical owner only.
gs-dooars-trisakti,gs-company-trisakti-tea-co-p-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 220. Historical owner only.
gs-dooars-bhandiguri,gs-company-arun-kumar-mundra,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 223. Historical owner only.
gs-dooars-shikarpur,gs-company-shikarpur-and-bhandapur-tea,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 233. Historical owner only.
gs-dooars-birpara,gs-company-duncans-industries-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 255. Historical owner only.
gs-dooars-bundapani,gs-company-alipurduar-enterprises-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 256. Historical owner only.
gs-dooars-dahuk-valley,gs-company-usha-tea-co-pvt-ltd,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 257. Historical owner only.
gs-dooars-dalgaon,gs-company-rnt-plantations-limited,owner_reported_in_directory,,,historical_only,high,tea-board-wb-directory-2013,2013-03-18,Tea Board directory row 258. Historical owner only.
